MAG_Id	total_length	num_contigs	N50	GC_content	Anvio-Comp	Anvio-Red	Unique_markers	Multicopy	Domain
TARA_SOC_MAG_00003	1857767	98	25729	42.45	95.82	4.38	42	0	Bacteria
TARA_SOC_MAG_00004	2708830	120	29057	36.10	95.00	3.93	42	0	Bacteria
TARA_SOC_MAG_00005	1615633	62	44901	37.02	94.29	3.35	41	0	Bacteria
TARA_SOC_MAG_00006	1648770	103	19206	38.12	86.08	0.74	40	0	Bacteria
TARA_SOC_MAG_00007	2918716	242	14088	46.09	87.12	6.14	39	0	Bacteria
TARA_SOC_MAG_00008	1150357	63	24311	29.72	78.90	1.25	28	0	Bacteria
TARA_SOC_MAG_00009	2111948	194	12858	66.62	74.64	2.88	32	1	Bacteria
TARA_SOC_MAG_00010	2051317	181	13112	52.51	71.21	3.65	30	7	Bacteria
TARA_SOC_MAG_00011	2520155	162	20867	30.13	59.45	3.65	17	0	Bacteria
TARA_SOC_MAG_00012	3253762	193	20940	37.30	50.70	4.11	12	0	Bacteria
TARA_RED_MAG_00018	1103886	22	86016	40.35	95.06	3.70	43	0	Archaea
TARA_RED_MAG_00021	1185789	68	33596	41.74	93.83	3.09	43	0	Archaea
TARA_PSW_MAG_00043	1777024	163	15767	62.66	87.04	0.62	41	0	Archaea
TARA_ANE_MAG_00019	1848764	110	28505	48.57	87.04	0.62	40	0	Archaea
TARA_ANE_MAG_00027	1919013	108	29663	60.98	84.57	1.85	40	0	Archaea
TARA_ASW_MAG_00011	1963677	138	22355	42.40	86.42	0.62	40	0	Archaea
TARA_MED_MAG_00053	1787286	132	21666	39.79	86.42	1.23	40	0	Archaea
TARA_MED_MAG_00075	1351578	35	60000	46.62	82.10	0.62	40	0	Archaea
TARA_MED_MAG_00079	1714244	190	11970	48.30	82.72	1.85	40	0	Archaea
TARA_MED_MAG_00080	1770335	107	29843	48.88	81.48	0.62	40	0	Archaea
TARA_ANW_MAG_00045	1634296	208	10029	41.85	75.93	2.47	39	0	Archaea
TARA_ION_MAG_00034	1322373	146	12719	49.91	77.78	0.00	39	0	Archaea
TARA_ION_MAG_00040	1198561	159	9550	50.26	75.93	1.23	39	1	Archaea
TARA_IOS_MAG_00022	1336692	105	17568	38.03	85.80	1.85	39	0	Archaea
TARA_IOS_MAG_00030	1231962	43	45457	40.77	79.63	0.62	39	0	Archaea
TARA_PSW_MAG_00055	1658583	135	18213	35.02	83.95	1.85	39	0	Archaea
TARA_RED_MAG_00049	1574382	220	8961	51.19	86.42	1.85	39	0	Archaea
TARA_ANE_MAG_00030	1649495	152	14991	34.08	83.95	2.47	38	1	Archaea
TARA_ANE_MAG_00042	1899402	132	20505	46.17	80.25	2.47	38	0	Archaea
TARA_ANW_MAG_00024	1809221	148	22661	45.54	85.80	1.85	38	1	Archaea
TARA_ASE_MAG_00009	1010836	143	7942	51.54	74.69	0.62	38	1	Archaea
TARA_ASW_MAG_00013	1237920	92	23434	52.57	82.10	1.23	38	0	Archaea
TARA_PSE_MAG_00061	1636630	164	13747	44.79	82.10	4.32	38	2	Archaea
TARA_PSE_MAG_00064	1246404	54	38562	52.08	77.16	0.00	38	0	Archaea
TARA_PSW_MAG_00057	1441360	29	104022	50.29	82.10	0.62	38	0	Archaea
TARA_PSW_MAG_00073	1142874	172	7893	53.54	79.01	1.23	38	1	Archaea
TARA_PSW_MAG_00101	1348179	190	8215	42.63	70.37	2.47	38	0	Archaea
TARA_ASW_MAG_00017	1831334	157	17061	42.82	77.16	1.23	37	1	Archaea
TARA_ASW_MAG_00019	1514619	178	10076	42.11	77.78	3.09	37	2	Archaea
TARA_IOS_MAG_00039	1270583	130	14363	48.62	78.40	2.47	37	0	Archaea
TARA_MED_MAG_00060	1624172	266	7031	54.15	86.42	2.47	37	3	Archaea
TARA_PON_MAG_00049	952287	62	23904	57.49	71.60	0.00	37	0	Archaea
TARA_RED_MAG_00055	1823078	123	27668	42.71	82.72	1.23	37	1	Archaea
TARA_RED_MAG_00088	1376252	145	13318	50.20	76.54	6.17	37	1	Archaea
TARA_ANE_MAG_00055	1540581	263	6759	48.07	75.31	0.62	36	0	Archaea
TARA_ASE_MAG_00011	1465240	292	5268	39.49	75.93	3.09	36	1	Archaea
TARA_IOS_MAG_00038	1551590	269	6391	44.38	77.16	1.23	36	0	Archaea
TARA_MED_MAG_00109	914441	112	10439	36.30	75.31	3.70	36	1	Archaea
TARA_ANE_MAG_00024	1885787	95	38546	42.92	84.57	1.23	35	0	Archaea
TARA_ANE_MAG_00052	1252467	109	16934	51.66	75.93	0.62	35	0	Archaea
TARA_ASE_MAG_00016	1345578	202	8356	47.38	75.93	6.17	35	4	Archaea
TARA_IOS_MAG_00045	1184019	149	10357	48.64	74.07	0.62	35	0	Archaea
TARA_MED_MAG_00095	1413342	42	57016	49.07	77.16	0.62	35	0	Archaea
TARA_PON_MAG_00033	1836981	83	39849	46.16	79.63	1.23	35	0	Archaea
TARA_PON_MAG_00045	1212721	122	13050	47.37	74.69	0.62	35	1	Archaea
TARA_PSW_MAG_00056	1859782	157	16994	56.04	83.95	2.47	35	0	Archaea
TARA_PSW_MAG_00086	1907850	254	8987	41.71	76.54	3.70	35	0	Archaea
TARA_RED_MAG_00062	1266249	176	8530	38.06	82.10	3.70	35	0	Archaea
TARA_RED_MAG_00079	1138567	123	13779	53.15	73.46	1.23	35	0	Archaea
TARA_RED_MAG_00090	1631684	187	11082	39.73	71.60	2.47	35	0	Archaea
TARA_ANE_MAG_00063	1138287	48	36763	47.64	70.37	0.00	34	0	Archaea
TARA_ASW_MAG_00021	1145839	205	6322	48.13	73.46	3.09	34	3	Archaea
TARA_ASW_MAG_00024	1087680	145	10078	50.84	74.07	4.94	34	2	Archaea
TARA_ION_MAG_00033	1506618	106	25337	36.00	79.63	0.62	34	1	Archaea
TARA_ION_MAG_00044	1274556	107	18494	47.01	74.69	1.23	34	0	Archaea
TARA_ANE_MAG_00065	1552464	230	8232	39.78	72.22	3.09	33	0	Archaea
TARA_ANW_MAG_00043	1179335	129	12574	47.67	75.93	1.85	33	2	Archaea
TARA_PON_MAG_00047	1216384	102	22300	47.82	77.78	4.32	33	1	Archaea
TARA_PSE_MAG_00070	1139897	69	21472	39.48	76.54	1.85	33	0	Archaea
TARA_PSW_MAG_00102	1513205	267	6370	58.29	70.37	2.47	33	0	Archaea
TARA_ANW_MAG_00033	1323836	91	24621	47.82	79.01	0.62	32	0	Archaea
TARA_ANW_MAG_00046	1302485	112	18622	52.68	74.69	1.85	32	0	Archaea
TARA_IOS_MAG_00047	1626217	213	8668	43.59	72.84	0.62	32	1	Archaea
TARA_ASE_MAG_00018	1430533	243	6857	54.61	70.37	1.23	31	0	Archaea
TARA_PSW_MAG_00075	1416115	79	26221	50.06	78.40	1.23	31	0	Archaea
TARA_RED_MAG_00072	1635506	211	9607	40.98	77.16	2.47	31	0	Archaea
TARA_PSW_MAG_00094	1766006	171	14407	44.94	71.60	0.62	29	1	Archaea
TARA_ANW_MAG_00047	1210184	127	13412	48.57	73.46	1.23	27	0	Archaea
TARA_ASE_MAG_00026	8405240	2374	3469	71.87	28.40	4.32	11	1	Euk
TARA_IOS_MAG_00073	4370095	1346	3147	71.10	23.82	3.22	8	3	Euk
TARA_ASE_MAG_00037	2448483	466	5709	52.74	6.33	8.93	1	5	Euk
TARA_ION_MAG_00072	13667814	1225	15827	48.19	78.40	64.20	12	30	Euk
TARA_PSE_MAG_00140	12657102	1758	8760	48.15	81.80	61.97	13	29	Euk
TARA_PON_MAG_00078	10631134	2007	5751	48.11	70.69	43.18	13	24	Euk
TARA_RED_MAG_00114	9255642	2042	4636	48.18	61.93	34.75	11	20	Euk
TARA_ASW_MAG_00035	9066357	2036	4545	48.29	57.66	37.07	15	16	Euk
TARA_PON_MAG_00074	8988534	1953	4782	48.56	57.60	24.94	17	15	Euk
TARA_ANE_MAG_00088	8390428	1900	4500	48.12	61.02	30.14	13	20	Euk
TARA_ANW_MAG_00071	8349014	1956	4337	48.11	56.56	27.35	14	16	Euk
TARA_ANE_MAG_00086	7749457	1911	4069	48.56	52.35	17.29	18	12	Euk
TARA_ASE_MAG_00024	5868632	1516	3857	48.87	40.74	12.35	14	10	Euk
TARA_ASE_MAG_00030	2790069	741	3772	48.56	19.29	0.68	10	2	Euk
TARA_IOS_MAG_00074	2769398	819	3297	47.66	28.40	9.88	7	7	Euk
TARA_ANW_MAG_00088	19914044	1780	16034	70.97	77.78	75.93	12	30	Euk
TARA_ANE_MAG_00101	19009552	1574	17015	69.44	83.95	83.95	12	30	Euk
TARA_ANW_MAG_00080	17700320	1996	11312	67.88	74.07	62.35	19	22	Euk
TARA_RED_MAG_00119	15250294	2454	7069	66.11	70.99	56.17	11	26	Euk
TARA_ASE_MAG_00032	12391309	2400	5633	64.08	55.56	40.12	10	21	Euk
TARA_IOS_MAG_00071	11772798	2405	5111	65.60	67.28	40.12	13	18	Euk
TARA_ANW_MAG_00074	9401388	2358	3977	65.69	48.77	24.69	15	13	Euk
TARA_ANE_MAG_00090	5559939	1475	3654	63.85	32.10	7.41	12	3	Euk
TARA_ASW_MAG_00039	3501361	727	4748	66.21	16.05	1.50	9	1	Euk
TARA_ASW_MAG_00034	3334468	681	4828	63.31	27.65	6.42	14	2	Euk
TARA_ANW_MAG_00075	2699399	592	4604	63.06	23.22	3.67	8	0	Euk
TARA_ANW_MAG_00081	2279971	587	3820	64.69	13.07	1.50	8	0	Euk
TARA_ASW_MAG_00037	2179362	406	5605	61.50	17.90	2.47	2	0	Euk
TARA_ANE_MAG_00099	2133633	611	3413	64.85	7.74	0.18	1	0	Euk
TARA_ION_MAG_00066	22651752	5543	4093	41.18	54.22	18.01	21	9	Euk
TARA_ASW_MAG_00046	18057117	1204	20462	56.62	79.63	76.54	12	29	Euk
TARA_ASW_MAG_00036	15773077	3863	4096	63.94	36.35	16.26	18	4	Euk
TARA_MED_MAG_00141	14084407	3238	4347	33.16	38.89	14.81	7	11	Euk
TARA_RED_MAG_00112	13083156	2921	4610	52.66	59.92	28.62	21	11	Euk
TARA_PSE_MAG_00137	12785141	3368	3732	33.96	29.31	7.79	9	9	Euk
TARA_ASW_MAG_00042	11827969	3066	3809	54.73	21.60	9.88	6	7	Euk
TARA_ANE_MAG_00091	11715560	3076	3721	34.17	24.97	5.92	10	10	Euk
TARA_IOS_MAG_00068	11476843	3199	3475	62.69	36.38	4.32	16	1	Euk
TARA_PSE_MAG_00136	10026991	2916	3353	65.47	28.82	7.16	13	3	Euk
TARA_ASW_MAG_00032	8278232	1462	6203	57.70	34.25	8.98	10	3	Euk
TARA_ASW_MAG_00038	8144493	2052	3935	69.36	15.43	0.62	12	0	Euk
TARA_PSW_MAG_00131	7879370	1920	4097	70.13	36.34	12.75	11	10	Euk
TARA_ION_MAG_00071	6917290	1922	3504	43.62	27.36	4.50	13	5	Euk
TARA_MED_MAG_00140	6745678	1411	4972	32.98	27.16	3.09	13	0	Euk
TARA_PON_MAG_00079	6126826	1767	3355	34.84	30.08	4.04	15	7	Euk
TARA_ION_MAG_00068	5489603	1422	3825	59.63	55.99	22.16	15	16	Euk
TARA_ASW_MAG_00045	5325726	1559	3298	63.64	11.11	3.09	3	0	Euk
TARA_ASW_MAG_00047	4995411	1432	3424	62.61	1.85	0.62	2	0	Euk
TARA_ASW_MAG_00041	4365563	880	5374	60.00	17.90	4.94	6	2	Euk
TARA_PSW_MAG_00133	4053059	1074	3544	69.32	19.51	1.66	9	2	Euk
TARA_ION_MAG_00073	4042279	1050	3616	68.88	16.67	3.70	6	2	Euk
TARA_PSW_MAG_00135	3998261	1243	3097	63.95	10.79	0.00	8	0	Euk
TARA_SOC_MAG_00014	3265146	450	6909	37.13	4.32	1.85	0	1	Euk
TARA_PSE_MAG_00149	3194969	910	3357	68.80	12.35	4.48	6	5	Euk
TARA_PSE_MAG_00129	3144407	897	3384	57.05	34.61	6.21	15	4	Euk
TARA_IOS_MAG_00075	2967592	692	4358	69.07	19.27	1.84	9	2	Euk
TARA_IOS_MAG_00076	2867483	848	3208	71.28	9.26	0.62	2	0	Euk
TARA_PSE_MAG_00147	2737533	700	3768	68.39	13.39	1.08	6	2	Euk
TARA_ANW_MAG_00084	2677074	873	2983	57.67	7.80	0.18	5	0	Euk
TARA_SOC_MAG_00013	2637375	406	6305	45.61	3.70	0.00	1	0	Euk
TARA_ASE_MAG_00033	2625458	819	3061	65.87	9.28	1.54	5	1	Euk
TARA_PON_MAG_00083	2623443	778	3261	64.29	17.74	0.18	11	0	Euk
TARA_ASW_MAG_00040	2459457	760	3155	34.16	14.20	1.23	10	0	Euk
TARA_ANE_MAG_00098	2344935	686	3237	71.45	7.62	0.00	2	0	Euk
TARA_ANW_MAG_00085	2258924	680	3146	70.89	7.71	0.54	2	0	Euk
TARA_MED_MAG_00143	2243540	637	3402	51.53	13.86	1.16	6	3	Euk
TARA_ANW_MAG_00083	2134347	471	4571	68.31	13.58	4.32	4	2	Euk
TARA_ANE_MAG_00097	2132135	496	4483	68.40	14.20	4.32	5	2	Euk
TARA_ANW_MAG_00079	2106847	658	3081	49.71	17.28	3.09	9	0	Euk
TARA_IOS_MAG_00078	2099809	579	3510	37.81	6.79	3.70	2	3	Euk
TARA_IOS_MAG_00077	2022702	630	3099	33.86	7.41	0.00	3	0	Euk
TARA_ASW_MAG_00043	2016995	521	3928	62.60	11.11	0.00	4	0	Euk
TARA_ASE_MAG_00035	2004217	581	3262	71.14	5.49	0.18	1	0	Euk
TARA_PSW_MAG_00136	11885609	592	32736	60.63	79.01	70.37	13	28	Euk
TARA_ASE_MAG_00036	11537750	1089	14040	61.35	76.54	74.07	12	30	Euk
TARA_ANW_MAG_00086	11510209	1257	11691	61.25	78.40	73.46	12	30	Euk
TARA_RED_MAG_00118	10110290	490	31872	61.68	70.99	53.09	14	24	Euk
TARA_ANE_MAG_00093	9555746	1883	5521	60.12	69.75	51.23	13	23	Euk
TARA_ANW_MAG_00078	9169570	1740	5674	60.80	72.96	54.95	10	27	Euk
TARA_IOS_MAG_00072	8903746	1780	5299	60.60	78.42	57.02	13	26	Euk
TARA_PON_MAG_00082	8114168	1743	4955	60.21	62.35	40.74	12	25	Euk
TARA_RED_MAG_00116	2042466	106	29219	54.75	25.93	5.56	8	5	Euk
TARA_ANE_MAG_00100	2028999	417	5170	24.38	6.22	1.75	0	0	Problematic
TARA_ASE_MAG_00034	2555296	493	5594	39.65	11.43	4.58	6	6	Problematic
TARA_ASW_MAG_00048	2140724	424	5424	35.85	0.62	0.00	0	0	Problematic
TARA_ASW_MAG_00049	4462837	807	6301	36.52	0.62	0.00	0	0	Problematic
TARA_ASW_MAG_00050	2546180	521	5311	23.83	7.13	8.35	1	9	Problematic
TARA_MED_MAG_00144	2650508	453	6738	35.96	0.18	0.00	0	0	Problematic
TARA_PON_MAG_00089	3256010	748	4273	35.54	6.79	2.47	6	2	Problematic
TARA_PON_MAG_00090	2218598	285	12767	37.70	3.70	0.00	0	0	Problematic
TARA_PON_MAG_00091	2576957	421	7175	35.69	1.35	1.08	0	0	Problematic
TARA_PON_MAG_00092	2807922	607	4573	36.06	0.18	0.18	0	0	Problematic
TARA_PSE_MAG_00151	2127209	247	11777	23.48	3.20	0.90	0	0	Problematic
